"LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360"
"257,id_257,Product A,Male,Location 6,Region 1,22250,2/21/2016,4000,50,365,6000,8250,21250,Active"
"258,id_258,Product A,Female,Location 45,Region 3,22250,8/23/2015,4000,50,365,5600,6385,12715,Active"
"259,id_259,Product B,Male,Location 155,Region 6,16600,1/23/2014,2000,40,365,3681,4881,13831,Active"
"260,id_260,Product D,Female,Location 156,Region 4,20250,6/23/2013,2000,50,365,3301,4751,18351,Active"
"261,id_261,Product B,Male,Location 135,Region 1,16600,10/27/2014,2000,40,365,4081,4681,13841,Active"
"262,id_262,Product B,Female,Location 84,Region 3,16600,8/2/2014,2000,40,365,2750,3830,15070,Active"
"263,id_263,Product B,Female,Location 40,Region 6,16600,11/8/2014,2000,40,365,2961,3921,11699,"
"264,id_264,Product A,Female,Location 62,Region 3,19250,12/7/2015,1000,50,365,450,1700,9370,Active"
"265,id_265,Product B,Female,Location 45,Region 3,16600,6/7/2014,2000,40,365,3920,5120,14500,Active"
"266,id_266,Product B,Female,Location 157,Region 4,16600,2/16/2014,2000,40,365,4601,5101,15151,Active"
"267,id_267,Product C,NotSpecified,Location 158,Region 3,15600,3/6/2013,1000,40,365,2300,3300,13000,Active"
"268,id_268,Product B,Male,Location 13,Region 6,16600,10/3/2014,2000,40,365,3261,4301,15049,Active"
"269,id_269,Product A,Male,Location 39,Region 6,22250,7/26/2015,4000,50,365,5400,6800,18550,Active"
"270,id_270,Product A,Female,Location 17,Region 3,19250,10/13/2015,1000,50,365,1750,3350,17250,Active"
"271,id_271,Product A,Female,Location 67,Region 1,,1/2/2016,4000,50,365,5450,7000,20750,Active"
"272,id_272,Product A,Female,Location 26,Region 3,22250,2/1/2016,4000,50,365,5000,5000,13450,Active"
"273,id_273,Product C,NotSpecified,Location 159,Region 3,15600,1/5/2013,1000,40,365,2180,3440,11740,Active"
"274,id_274,Product C,Female,Location 160,Region 8,15600,8/11/2012,1000,40,365,2020,3060,9220,Active"
"275,id_275,Product B,Male,Location 144,Region 1,16600,1/24/2014,2000,40,365,3001,3401,5241,Active"
"276,id_276,Product A,Male,Location 91,Region 6,19250,8/9/2015,1000,50,365,550,1150,10770,Active"
"277,id_277,Product B,Male,Location 70,Region 7,16600,3/27/2014,2000,40,365,3401,4281,15428,Active"
"278,id_278,Product E,Male,Location 26,Region 3,54625,2/20/2016,9000,125,365,12001,15751,38626,Active"
"279,id_279,Product B,Female,Location 30,Region 2,16600,5/23/2014,2000,40,365,3400,4560,16110,Active"
"280,id_280,Product B,Male,Location 73,Region 4,16600,6/21/2014,2000,40,365,6520,8780,16570,Active"
"281,id_281,Product B,Female,Location 10,Region 2,16600,4/8/2015,2000,40,365,3060,4290,14290,Active"
"282,id_282,Product A,Male,Location 38,Region 3,19250,12/27/2015,1000,50,365,450,2050,12000,Active"
"283,id_283,Product A,Male,Location 3,Region 3,22250,7/13/2015,4000,50,365,5850,6650,17850,"
"284,id_284,Product A,Male,Location 109,Region 7,22250,4/11/2016,4000,50,365,5550,6900,15950,Active"
"285,id_285,Product B,Female,Location 4,Region 4,16600,7/23/2014,2000,40,365,3419,4619,14469,Active"
"286,id_286,Product A,Female,Location 86,Region 6,19250,11/12/2015,1000,50,365,800,2200,17550,Active"
"287,id_287,Product A,Female,Location 25,Region 3,19250,6/7/2016,1000,50,365,-2100,-1200,7520,Active"
"288,id_288,Product C,NotSpecified,Location 166,Region 3,15600,2/7/2013,1000,40,365,2310,3430,13940,Active"
"289,id_289,Product E,Female,Location 88,Region 7,54625,5/6/2016,9000,125,365,12326,16576,45076,Active"
"290,id_290,Product B,Male,Location 50,Region 1,16600,10/5/2014,2000,40,365,2881,4081,11901,Active"
"291,id_291,Product B,Male,Location 88,Region 7,16600,10/30/2014,2000,40,365,3001,4081,10861,Active"
"292,id_292,Product C,NotSpecified,Location 34,Region 1,15600,1/31/2013,1000,40,365,1900,3420,14650,Active"
"293,id_293,Product D,Male,Location 168,Region 5,20250,11/10/2013,2000,50,365,3400,4750,17240,Active"
"294,id_294,Product A,Male,Location 42,Region 4,19250,11/11/2015,1000,50,365,750,2350,11450,Active"
"295,id_295,Product A,Female,Location 70,Region 7,19250,3/12/2016,1000,50,365,-1750,-400,13550,Active"
"296,id_296,Product C,NotSpecified,Location 74,Region 6,15600,1/31/2013,1000,40,365,2080,3280,12560,Active"
"297,id_297,Product C,NotSpecified,Location 143,Region 6,15600,2/5/2013,1000,40,365,2060,3140,8300,Active"
"298,id_298,Product A,Female,Location 29,Region 1,19250,5/18/2016,1000,50,365,-2150,-750,3600,Active"
"299,id_299,Product B,Male,Location 46,Region 2,16600,3/31/2015,2000,40,365,3401,4901,14561,Active"
"300,id_300,Product D,Female,Location 79,Region 1,20250,9/26/2013,2000,50,365,3700,5000,15850,Active"
"301,id_301,Product A,Male,Location 17,Region 3,20750,9/27/2015,2500,50,365,2120,3470,14095,Active"
"302,id_302,Product B,Female,Location 9,Region 6,16600,2/19/2015,2000,40,365,3581,4631,16271,Active"
"303,id_303,Product B,Male,Location 169,Region 6,16600,2/20/2014,2000,40,365,3420,4380,15420,Active"
"304,id_304,Product B,Male,Location 62,Region 3,16600,11/24/2014,2000,40,365,3221,4421,16541,Active"
"305,id_305,Product A,Male,Location 61,Region 2,22250,5/29/2015,4000,50,365,5500,6900,21550,Active"
"306,id_306,Product B,Male,Location 91,Region 6,16600,4/20/2014,2000,40,365,3401,5801,10723,Active"
"307,id_307,Product A,Male,Location 23,Region 4,22250,12/31/2015,4000,50,365,5450,6800,14650,Active"
"308,id_308,Product A,Male,Location 32,Region 6,20250,1/16/2016,2000,50,365,1465,3065,10915,Active"
"309,id_309,Product B,Female,Location 23,Region 4,16600,1/12/2015,2000,40,365,3255,4402,15790,Active"
"310,id_310,Product A,Female,Location 84,Region 3,19250,1/12/2016,1000,50,365,200,900,3500,Active"
"311,id_311,Product A,Male,Location 91,Region 6,22250,5/31/2015,4000,50,365,5540,6650,16730,Active"
"312,id_312,Product B,Female,Location 38,Region 3,16600,6/1/2015,2000,40,365,6581,8781,15181,Active"
"313,id_313,Product C,NotSpecified,Location 172,Region 6,15600,11/15/2012,1000,40,365,2200,3298,11938,Active"
"314,id_314,Product B,Male,Location 69,Region 6,16600,4/13/2015,2000,40,365,6001,6001,11531,Active"
"315,id_315,Product B,Female,Location 19,Region 2,16600,10/3/2014,2000,40,365,3701,4301,10201,Active"
"316,id_316,Product C,Female,Location 173,Region 4,15600,12/9/2012,1000,40,365,2200,3400,14730,Active"
"317,id_317,Product B,Male,Location 117,Region 1,16600,2/23/2015,2000,40,365,3360,4240,12290,Active"
"318,id_318,Product D,Male,Location 174,Region 2,20250,6/6/2013,2000,50,365,3301,5141,11761,Active"
"319,id_319,Product A,Male,Location 69,Region 6,19250,4/24/2016,1000,50,365,-1850,-400,11450,Active"
"320,id_320,Product D,Female,Location 12,Region 6,20250,1/9/2014,2000,50,365,6451,7601,12151,Active"
"321,id_321,Product B,Male,Location 175,Region 8,16600,2/24/2014,2000,40,365,3041,4241,16001,Active"
"322,id_322,Product A,Male,Location 91,Region 6,22250,3/7/2016,4000,50,365,4340,4790,11138,Active"
"323,id_323,Product B,Female,Location 44,Region 1,16600,1/24/2015,2000,40,365,3001,4001,10381,Active"
"324,id_324,Product A,Male,Location 30,Region 2,22250,6/7/2016,4000,50,365,5300,6750,18350,Active"
"325,id_325,Product A,Male,Location 3,Region 3,22250,8/15/2015,4000,50,365,5380,6770,19005,Active"
"326,id_326,Product A,Female,Location 61,Region 2,19250,12/13/2015,1000,50,365,500,1550,16550,Active"
"327,id_327,Product E,Male,Location 22,Region 6,54625,4/10/2016,9000,125,365,10001,10501,24126,Active"
"328,id_328,Product C,Female,Location 129,Region 13,13775,1/6/2014,1000,35,365,2250,3475,8065,Active"
"329,id_329,Product B,Female,Location 6,Region 1,16600,4/23/2014,2000,40,365,3401,4361,11101,Active"
"330,id_330,Product B,Female,Location 4,Region 4,16600,3/24/2015,2000,40,365,3501,4401,16151,Active"
"331,id_331,Product A,Male,Location 3,Region 3,,10/2/2015,4000,50,365,5120,5970,11530,Active"
"332,id_332,Product A,Male,Location 49,Region 6,20750,10/2/2015,2500,50,365,2200,3600,19455,Active"
"333,id_333,Product B,Female,Location 26,Region 3,16600,4/7/2014,2000,40,365,3261,4601,15781,"
"334,id_334,Product A,Female,Location 26,Region 3,19250,1/24/2016,1000,50,365,350,1650,10305,Active"
"335,id_335,Product A,Male,Location 111,Region 6,22250,7/5/2015,4000,50,365,5350,6800,19405,Active"
"336,id_336,Product A,Male,Location 62,Region 3,20250,7/31/2016,2000,50,365,1750,3400,13695,Active"
"337,id_337,Product A,Female,Location 22,Region 6,22250,2/12/2016,4000,50,365,5250,6700,16800,Active"
"338,id_338,Product A,Male,Location 46,Region 2,19250,12/19/2015,1000,50,365,450,1850,15700,Active"
"339,id_339,Product B,Male,Location 45,Region 3,16600,7/28/2014,2000,40,365,3480,4160,14760,Active"
"340,id_340,Product C,NotSpecified,Location 178,Region 2,15600,2/9/2013,1000,40,365,2200,3200,13380,Active"
"341,id_341,Product A,Male,Location 111,Region 6,20250,6/30/2016,2000,50,365,2651,3151,6801,Active"
"342,id_342,Product A,Male,Location 70,Region 7,22250,5/22/2015,4000,50,365,5350,6550,14350,Active"
"343,id_343,Product A,Male,Location 58,Region 6,22250,12/27/2015,4000,50,365,5300,6600,20350,Active"
"344,id_344,Product B,Male,Location 25,Region 3,16600,12/6/2014,2000,40,365,3121,5381,15281,Active"
"345,id_345,Product A,Female,Location 25,Region 3,22250,3/10/2016,4000,50,365,4250,4250,7400,Active"
"346,id_346,Product D,Male,Location 30,Region 2,20250,10/13/2013,2000,50,365,3750,3950,4850,Active"
"347,id_347,Product B,Male,Location 58,Region 6,16600,12/31/2014,2000,40,365,3201,4301,12191,Active"
"348,id_348,Product A,Female,Location 49,Region 6,22250,6/20/2016,4000,50,365,5350,6850,15150,Active"
"349,id_349,Product A,Female,Location 91,Region 6,19250,11/12/2015,1000,50,365,650,2000,16350,Active"
"350,id_350,Product B,Female,Location 24,Region 2,16600,10/20/2014,2000,40,365,3901,4401,15961,Active"
"351,id_351,Product B,Male,Location 39,Region 6,16600,1/30/2015,2000,40,365,3040,4240,9760,Active"
"352,id_352,Product C,Male,Location 181,Region 6,15600,8/27/2012,1000,40,365,3000,3950,14900,Active"
"353,id_353,Product A,Male,Location 6,Region 1,19250,11/21/2015,1000,50,365,550,1450,7560,Active"
"354,id_354,Product B,Male,Location 10,Region 2,16600,12/14/2014,2000,40,365,3120,3960,9040,Active"
"355,id_355,Product A,Male,Location 94,Region 6,20250,12/13/2015,2000,50,365,1251,3501,15201,Active"
"356,id_356,Product B,Female,Location 60,Region 3,16600,1/24/2015,2000,40,365,3321,4221,12541,Active"
"357,id_357,Product A,Male,Location 91,Region 6,22250,6/5/2016,4000,50,365,5600,7100,15400,Active"
"358,id_358,Product B,Female,Location 17,Region 3,16600,3/29/2015,2000,40,365,3401,4241,16221,Active"
"359,id_359,Product C,Male,Location 182,Region 6,15600,12/4/2012,1000,40,365,2180,3340,15105,Active"
"360,id_360,Product A,Male,Location 9,Region 6,20250,7/18/2016,2000,50,365,1601,3021,11211,Active"
"361,id_361,Product A,Male,Location 88,Region 7,22250,12/9/2015,4000,50,365,5100,5850,10650,Active"
"362,id_362,Product D,Male,Location 53,Region 6,20250,12/19/2013,2000,50,365,6501,8001,18001,Active"
"363,id_363,Product B,Female,Location 73,Region 4,16600,5/6/2015,2000,40,365,3280,4320,16420,Active"
"364,id_364,Product A,Male,Location 53,Region 6,22250,9/8/2015,4000,50,365,5250,6000,14900,Active"
"365,id_365,Product B,Female,Location 8,Region 2,16600,3/29/2014,2000,40,365,3260,4300,16213,Active"
"366,id_366,Product B,Male,Location 46,Region 2,16600,12/11/2014,2000,40,365,2241,2601,8171,Active"
"367,id_367,Product B,Female,Location 19,Region 2,16600,3/14/2014,2000,40,365,3101,4301,11241,Active"
"368,id_368,Product D,Male,Location 184,Region 6,20250,10/27/2013,2000,50,365,3400,4850,19750,Active"
"369,id_369,Product B,Male,Location 27,Region 2,16600,3/29/2014,2000,40,365,3801,3801,14601,Active"
"370,id_370,Product B,Female,Location 185,Region 6,16600,4/25/2014,2000,40,365,3401,4401,15061,Active"
"371,id_371,Product B,Female,Location 53,Region 6,16600,4/3/2014,2000,40,365,3321,4421,15791,Active"
"372,id_372,Product A,Male,Location 186,Region 14,19250,4/8/2016,1000,50,365,-1950,-500,13900,Active"
"373,id_373,Product D,Female,Location 187,Region 2,20250,9/21/2013,2000,50,365,3751,4916,13066,"
"374,id_374,Product B,Male,Location 30,Region 2,16600,4/20/2015,2000,40,365,3401,4401,15461,Active"
"375,id_375,Product B,Female,Location 21,Region 7,16600,3/29/2015,2000,40,365,2761,3961,12431,Active"
"376,id_376,Product A,Male,Location 149,Region 1,22250,7/4/2015,4000,50,365,6100,7600,13500,Active"
"377,id_377,Product A,Female,Location 46,Region 2,19250,3/14/2016,1000,50,365,-1750,-250,15250,Active"
"378,id_378,Product A,Female,Location 61,Region 2,22250,4/22/2016,4000,50,365,5300,7050,21300,Active"
"379,id_379,Product B,Male,Location 30,Region 2,16600,12/5/2014,2000,40,365,3501,5001,16371,Active"
"380,id_380,Product A,Female,Location 3,Region 3,19250,1/9/2016,1000,50,365,1050,2250,17000,Active"
"381,id_381,Product A,Male,Location 33,Region 3,,4/22/2016,1000,50,365,-1980,-680,2420,Active"
"382,id_382,Product A,Male,Location 37,Region 4,20250,1/25/2016,2000,50,365,1301,1901,8501,Active"
"383,id_383,Product A,Male,Location 3,Region 3,20750,9/27/2015,2500,50,365,1900,2950,7700,Active"
"384,id_384,Product B,Male,Location 105,Region 10,16600,4/21/2014,2000,40,365,3240,4120,12570,Active"
"385,id_385,Product B,Female,Location 97,Region 5,16600,10/7/2014,2000,40,365,3421,4621,13291,Active"
"386,id_386,Product B,Male,Location 140,Region 6,16600,3/14/2014,2000,40,365,3401,4321,14501,Active"
"387,id_387,Product B,Male,Location 146,Region 6,16600,8/21/2014,2000,40,365,3771,4631,15011,Active"
"388,id_388,Product A,Female,Location 113,Region 3,20250,7/22/2016,2000,50,365,1551,2701,6351,Active"
"389,id_389,Product B,Male,Location 6,Region 1,16600,2/20/2015,2000,40,365,3070,4270,8430,Active"
"390,id_390,Product A,Male,Location 192,Region 6,22250,6/10/2016,4000,50,365,5500,6800,21350,Active"
"391,id_391,Product C,Female,Location 193,Region 6,15600,12/6/2012,1000,40,365,1960,2880,11540,"
"392,id_392,Product B,Male,Location 49,Region 6,16600,7/14/2014,2000,40,365,5501,5501,13551,"
"393,id_393,Product B,Female,Location 3,Region 3,16600,5/12/2014,2000,40,365,2900,4040,12316,"
"394,id_394,Product C,NotSpecified,Location 194,Region 4,15600,12/15/2012,1000,40,365,2240,3360,15160,"
"395,id_395,Product B,Female,Location 30,Region 2,16600,3/2/2015,2000,40,365,3221,3841,12316,"
"396,id_396,Product C,Female,Location 195,Region 5,15600,10/21/2012,1000,40,365,2280,3280,14280,"
"397,id_397,Product A,Male,Location 57,Region 6,19250,11/15/2015,1000,50,365,450,1660,12230,"
"398,id_398,Product A,Male,Location 29,Region 1,20250,7/21/2016,2000,50,365,1301,2521,15629,Active"
"399,id_399,Product B,Male,Location 73,Region 4,16600,4/8/2014,2000,40,365,3340,4220,13900,Active"
"400,id_400,Product B,Male,Location 53,Region 6,16600,6/25/2014,2000,40,365,3111,3891,8390,Active"
"401,id_401,Product B,Male,Location 60,Region 3,16600,10/7/2014,2000,40,365,4701,6201,14401,Active"
"402,id_402,Product B,Female,Location 18,Region 7,16600,2/7/2015,2000,40,365,3170,4340,11340,Active"
"403,id_403,Product C,Male,Location 118,Region 2,15600,10/15/2012,1000,40,365,1920,3240,12620,Active"
"404,id_404,Product B,Male,Location 196,Region 2,16600,5/5/2014,2000,40,365,3071,3631,6971,Active"
"405,id_405,Product A,Female,Location 20,Region 1,19250,4/29/2016,1000,50,365,-2100,-1200,7690,Active"
"406,id_406,Product B,Female,Location 197,Region 5,16600,2/24/2014,2000,40,365,3501,4506,15166,Active"
"407,id_407,Product D,Male,Location 198,Region 3,20250,6/3/2013,2000,50,365,3450,4900,19350,Active"
"408,id_408,Product A,Male,Location 62,Region 3,20250,1/6/2016,2000,50,365,1200,1800,6800,Active"
"409,id_409,Product F,Male,Location 39,Region 6,69225,2/26/2016,9000,165,365,14460,18050,37903,Active"
"410,id_410,Product C,Male,Location 199,Region 2,15600,9/17/2012,1000,40,365,2100,3480,13120,Active"
"411,id_411,Product B,Male,Location 58,Region 6,16600,3/7/2014,2000,40,365,3261,4381,16250,Active"
"412,id_412,Product B,Male,Location 87,Region 6,16600,11/23/2014,2000,40,365,3400,4350,15010,Active"
"413,id_413,Product B,Male,Location 135,Region 1,16600,8/1/2014,2000,40,365,3400,4600,11780,"
"414,id_414,Product C,Female,Location 200,Region 6,15600,3/18/2013,1000,40,365,3500,3500,10150,Active"
"415,id_415,Product A,Male,Location 8,Region 2,22250,6/1/2016,4000,50,365,4800,6000,12005,Active"
"416,id_416,Product A,Female,Location 86,Region 6,22250,7/24/2015,4000,50,365,5500,7000,17700,Active"
"417,id_417,Product A,Male,Location 48,Region 6,19250,3/6/2016,1000,50,365,-1300,-850,11401,Active"
"418,id_418,Product A,Male,Location 86,Region 6,22250,8/27/2015,4000,50,365,6500,7700,19310,Active"
"419,id_419,Product B,Male,Location 62,Region 3,16600,8/2/2014,2000,40,365,3201,4341,15571,Active"
"420,id_420,Product D,Male,Location 104,Region 7,20250,6/16/2013,2000,50,365,3300,5000,19600,Active"
"421,id_421,Product E,Male,Location 44,Region 1,54625,2/23/2016,9000,125,365,12251,14251,25626,Active"
"422,id_422,Product B,Female,Location 95,Region 6,16600,8/9/2014,2000,40,365,2040,3000,12480,Active"
"423,id_423,Product D,Male,Location 201,Region 3,20250,10/18/2013,2000,50,365,3751,5251,16601,Active"
"424,id_424,Product B,Male,Location 4,Region 4,16600,4/28/2015,2000,40,365,3151,4351,14491,Active"
"425,id_425,Product A,Male,Location 25,Region 3,19250,11/13/2015,1000,50,365,500,2200,14950,Active"
"426,id_426,Product C,NotSpecified,Location 203,Region 6,15600,10/25/2012,1000,40,365,2320,3360,14350,Active"
"427,id_427,Product A,Male,Location 9,Region 6,19250,5/23/2016,1000,50,365,-1900,-450,13900,Active"
"428,id_428,Product B,Male,Location 204,Region 2,16600,3/3/2015,2000,40,365,3401,4201,9876,Active"
"429,id_429,Product B,Male,Location 206,Region 1,16600,3/28/2014,2000,40,365,3121,4501,16381,Active"
"430,id_430,Product A,Male,Location 114,Region 6,19250,1/5/2016,1000,50,365,750,2100,12100,Active"
"431,id_431,Product A,Male,Location 61,Region 2,,1/16/2016,1000,50,365,0,550,5650,Active"
"432,id_432,Product A,Male,Location 82,Region 7,22250,4/21/2016,4000,50,365,5550,7050,21900,Active"
"433,id_433,Product C,Male,Location 207,Region 13,13775,4/27/2014,1000,35,365,1315,1420,3240,Active"
"434,id_434,Product C,NotSpecified,Location 209,Region 2,15600,7/24/2012,1000,40,365,2360,3360,15110,Active"
"435,id_435,Product A,Female,Location 19,Region 2,22250,7/25/2015,4000,50,365,4600,5720,8648,Active"
"436,id_436,Product A,Male,Location 62,Region 3,19250,10/28/2015,1000,50,365,140,540,10000,Active"
"437,id_437,Product A,Male,Location 67,Region 1,22250,6/4/2015,4000,50,365,5750,6250,20500,Active"
"438,id_438,Product A,Male,Location 113,Region 3,20250,12/10/2015,2000,50,365,1601,3001,13201,Active"
"439,id_439,Product B,Female,Location 39,Region 6,16600,9/8/2014,2000,40,365,3080,4160,15930,Active"
"440,id_440,Product D,Male,Location 10,Region 2,20250,8/30/2013,2000,50,365,3000,3600,4600,Active"
"441,id_441,Product B,Male,Location 8,Region 2,16600,7/11/2014,2000,40,365,3240,4480,14100,Active"
"442,id_442,Product A,Female,Location 69,Region 6,22250,4/22/2016,4000,50,365,5500,7000,21800,Active"
"443,id_443,Product E,Female,Location 48,Region 6,54625,6/2/2016,9000,125,365,12701,16331,52681,Active"
"444,id_444,Product C,Male,Location 202,Region 13,13775,3/3/2014,1000,35,365,2295,3065,3135,Active"
"445,id_445,Product A,Male,Location 13,Region 6,22250,7/31/2015,4000,50,365,5350,6600,13470,Active"
"446,id_446,Product C,Male,Location 127,Region 2,15600,10/23/2012,1000,40,365,2130,3510,14350,Active"
"447,id_447,Product B,Male,Location 30,Region 2,16600,3/5/2015,2000,40,365,3401,4101,14041,Active"
"448,id_448,Product A,Female,Location 3,Region 3,20250,7/7/2016,2000,50,365,1501,2601,10851,Active"
"449,id_449,Product A,Male,Location 45,Region 3,19250,3/21/2016,1000,50,365,-2400,-1750,1830,Active"
"450,id_450,Product B,Male,Location 53,Region 6,16600,4/13/2015,2000,40,365,3481,4261,15631,Active"
"451,id_451,Product B,Female,Location 9,Region 6,16600,3/11/2014,2000,40,365,3280,4480,13520,Active"
"452,id_452,Product C,Female,Location 212,Region 9,15600,8/31/2012,1000,40,365,2200,3400,14900,Active"
"453,id_453,Product A,Female,Location 22,Region 6,20250,7/3/2016,2000,50,365,1151,1751,6651,"
"454,id_454,Product B,Female,Location 113,Region 3,16600,5/1/2015,2000,40,365,3320,4440,16480,Active"
"455,id_455,Product B,Male,Location 70,Region 7,16600,6/5/2014,2000,40,365,3700,3950,14110,Active"
"456,id_456,Product B,Female,Location 67,Region 1,16600,5/14/2015,2000,40,365,3276,4336,16211,Active"
"457,id_457,Product B,Male,Location 111,Region 6,16600,12/24/2014,2000,40,365,3901,4801,16241,Active"
"458,id_458,Product A,Male,Location 95,Region 6,22250,5/24/2016,4000,50,365,5400,6350,20770,Active"
"459,id_459,Product B,Male,Location 56,Region 3,16600,6/19/2014,2000,40,365,3101,4161,10951,Active"
"460,id_460,Product B,Female,Location 25,Region 3,16600,4/20/2014,2000,40,365,3191,4331,15706,Active"
"461,id_461,Product B,Male,Location 111,Region 6,16600,12/31/2014,2000,40,365,3700,4420,15200,Active"
"462,id_462,Product A,Female,Location 22,Region 6,22250,8/27/2015,4000,50,365,5500,7500,22108,Active"
"463,id_463,Product B,Male,Location 111,Region 6,16600,3/8/2015,2000,40,365,3141,4421,15831,Active"
"464,id_464,Product B,Female,Location 216,Region 1,16600,5/22/2014,2000,40,365,3120,4240,11960,Active"
"465,id_465,Product A,Male,Location 114,Region 6,19250,10/29/2015,1000,50,365,570,2000,12300,Active"
"466,id_466,Product D,Male,Location 217,Region 5,20250,4/27/2013,2000,50,365,3850,5650,19625,Active"
"467,id_467,Product D,Male,Location 179,Region 6,20250,5/20/2013,2000,50,365,3501,5131,18081,Active"
"468,id_468,Product D,Female,Location 214,Region 15,20250,10/20/2013,2000,50,365,3100,4500,16850,Active"
"469,id_469,Product A,Female,Location 44,Region 1,20250,7/2/2016,2000,50,365,1700,3200,16550,Active"
"470,id_470,Product B,Male,Location 50,Region 1,16600,7/18/2014,2000,40,365,3161,4301,13181,Active"
"471,id_471,Product B,Male,Location 50,Region 1,,11/24/2014,2000,40,365,3401,4421,13101,Active"
"472,id_472,Product A,Male,Location 73,Region 4,20250,7/26/2016,2000,50,365,1700,3950,18000,Active"
"473,id_473,Product A,Male,Location 113,Region 3,19250,1/13/2016,1000,50,365,710,1320,6160,Active"
"474,id_474,Product B,Male,Location 218,Region 2,16600,7/17/2014,2000,40,365,7200,10200,16050,Active"
"475,id_475,Product D,Male,Location 74,Region 6,20250,5/14/2013,2000,50,365,3451,4501,16846,Active"
"476,id_476,Product B,Male,Location 3,Region 3,16600,5/11/2015,2000,40,365,4181,5461,16591,Active"
"477,id_477,Product B,Female,Location 13,Region 6,16600,4/23/2015,2000,40,365,3201,4281,16036,Active"
"478,id_478,Product A,Male,Location 46,Region 2,19250,5/13/2016,1000,50,365,-1700,-100,14600,Active"
"479,id_479,Product B,Male,Location 44,Region 1,16600,12/15/2014,2000,40,365,3401,4631,12821,Active"
"480,id_480,Product B,Female,Location 3,Region 3,16600,2/25/2015,2000,40,365,3201,4401,14001,Active"
"481,id_481,Product A,Male,Location 8,Region 2,22250,6/27/2015,4000,50,365,5500,7010,17632,Active"
"482,id_482,Product B,Male,Location 187,Region 2,16600,8/5/2014,2000,40,365,3120,4530,16470,Active"
"483,id_483,Product A,Male,Location 53,Region 6,19250,10/27/2015,1000,50,365,-350,-350,-350,Blocked"
"484,id_484,Product B,Male,Location 13,Region 6,16600,4/24/2015,2000,40,365,9201,9201,9701,Blocked"
"485,id_485,Product D,Male,Location 105,Region 10,20250,10/15/2013,2000,50,365,3750,5000,12110,Blocked"
"486,id_486,Product B,Male,Location 165,Region 2,16600,3/29/2014,2000,40,365,2400,2400,2600,Blocked"
"487,id_487,Product B,Male,Location 34,Region 1,16600,5/24/2014,2000,40,365,4800,4800,7250,Blocked"
"488,id_488,Product A,Female,Location 26,Region 3,19250,2/12/2016,1000,50,365,350,1500,5950,Blocked"
"489,id_489,Product D,Female,Location 221,Region 6,16600,2/11/2014,2000,40,365,2981,3451,7781,Blocked"
"490,id_490,Product A,Male,Location 6,Region 1,19250,3/15/2016,1000,50,365,-1850,-530,1480,Blocked"
"491,id_491,Product A,Male,Location 114,Region 6,20250,11/21/2015,2000,50,365,1951,2951,3801,Blocked"
"492,id_492,Product B,Male,Location 40,Region 6,16600,1/19/2015,2000,40,365,2921,3341,4481,Blocked"
"493,id_493,Product B,Female,Location 10,Region 2,16600,5/11/2015,2000,40,365,2001,2001,2001,"
"494,id_494,Product A,Female,Location 38,Region 3,19250,11/27/2015,1000,50,365,150,150,150,Blocked"
"495,id_495,Product C,Female,Location 228,Region 2,15600,12/11/2012,1000,40,365,2080,2800,5280,Blocked"
"496,id_496,Product C,Male,Location 421,Region 6,15600,6/2/2012,1000,40,365,2575,3635,15600,Finished Payment"
"497,id_497,Product C,Female,Location 275,Region 6,15600,11/10/2012,1000,40,365,2240,3680,15600,Finished Payment"
"498,id_498,Product B,Male,Location 63,Region 6,16600,9/8/2014,2000,40,365,3401,4601,16600,Finished Payment"
"499,id_499,Product D,Female,Location 441,Region 3,20250,11/9/2013,2000,50,365,4000,5400,20250,Finished Payment"
"500,id_500,Product D,Male,Location 17,Region 3,20250,8/24/2013,2000,50,365,3750,6250,20250,Finished Payment"
"501,id_501,Product C,NotSpecified,Location 402,Region 6,15600,8/12/2012,1000,40,365,6800,7600,15600,Finished Payment"
"502,id_502,Product C,NotSpecified,Location 332,Region 6,15600,10/1/2012,1000,40,365,2560,3710,15600,Finished Payment"
"503,id_503,Product B,Female,Location 42,Region 4,16600,4/7/2014,2000,40,365,3401,4601,16600,Finished Payment"
"504,id_504,Product C,Male,Location 443,Region 3,15600,1/4/2013,1000,40,365,2360,3420,15600,Finished Payment"
"505,id_505,Product A,Male,Location 21,Region 7,22250,12/31/2015,4000,50,365,5600,6750,22250,Finished Payment"
"506,id_506,Product C,NotSpecified,Location 253,Region 6,15600,9/10/2012,1000,40,365,2240,3280,15600,Finished Payment"
"507,id_507,Product B,Male,Location 91,Region 6,16600,8/23/2014,2000,40,365,6201,6201,16600,Finished Payment"
"508,id_508,Product B,Male,Location 39,Region 6,16600,9/11/2014,2000,40,365,3280,4360,16600,Finished Payment"
"509,id_509,Product A,Male,Location 73,Region 4,22250,2/28/2016,4000,50,365,5350,7050,22250,Finished Payment"
"510,id_510,Product B,Male,Location 23,Region 4,16600,4/19/2015,2000,40,365,5201,6701,16600,Finished Payment"
"511,id_511,Product B,Female,Location 10,Region 2,16600,12/20/2014,2000,40,365,12000,13200,16600,Finished Payment"
